text,label
Become about everybody edge hour theory hot face. Claim says drinking salt water cures all diseases.,Fake
Statement see nor some open. Claim says hidden cities discovered under the ocean.,Fake
Challenge real wonder remain place. Claim says mobile towers spread deadly radiation instantly.,Fake
Picture close threat kid response dream church. Claim says hidden cities discovered under the ocean.,Fake
Another physical total turn two floor lot. Claim says mobile towers spread deadly radiation instantly.,Fake
Own design music head always. Related to education.,Real
Onto tonight program. Claim says hidden cities discovered under the ocean.,Fake
Plant cell method team population. Claim says aliens secretly control the government.,Fake
Use those exist hard including look need finally leg. Related to science.,Real
Drop ever inside. Claim says drinking salt water cures all diseases.,Fake
Detail Republican star government smile set. Related to health.,Real
Talk more voice side free security. Claim says aliens secretly control the government.,Fake
Four letter manager finish write. Claim says mobile towers spread deadly radiation instantly.,Fake
Stage method board rock. Claim says aliens secretly control the government.,Fake
How push grow stage guess oil force in among. Related to science.,Real
Relate language fire consumer successful. Claim says aliens secretly control the government.,Fake
Middle PM because nor contain. Claim says aliens secretly control the government.,Fake
For run full lose. Claim says drinking salt water cures all diseases.,Fake
Plant stuff cup political discover however and audience. Claim says mobile towers spread deadly radiation instantly.,Fake
Very fill arm peace. Claim says time travelers spotted in public places.,Fake
Animal back so choice opportunity central administration single gun. Related to environment.,Real
Find without couple check. Claim says hidden cities discovered under the ocean.,Fake
Point allow respond purpose want figure hour card. Claim says hidden cities discovered under the ocean.,Fake
Agent source quality property special cup approach. Related to education.,Real
Life value process prevent seem idea reach. Claim says drinking salt water cures all diseases.,Fake
Anyone with media. Claim says aliens secretly control the government.,Fake
Field issue hot parent reach develop upon. Related to technology.,Real
Quite north finally. Claim says aliens secretly control the government.,Fake
